@RELATION Gait 

@ATTRIBUTE Left_Accelerometer_X NUMERIC
@ATTRIBUTE Left_Accelerometer_Y NUMERIC
@ATTRIBUTE Left_Accelerometer_Z NUMERIC
@ATTRIBUTE Left_Gyroscope_X NUMERIC
@ATTRIBUTE Left_Gyroscope_Y NUMERIC
@ATTRIBUTE Left_Gyroscope_Z NUMERIC
@ATTRIBUTE Left_FSR_B NUMERIC
@ATTRIBUTE Left_FSR_F NUMERIC
@ATTRIBUTE Left_Magnetometer_X NUMERIC
@ATTRIBUTE Left_Magnetometer_Y NUMERIC
@ATTRIBUTE Left_Magnetometer_Z NUMERIC
@ATTRIBUTE Right_Accelerometer_X NUMERIC
@ATTRIBUTE Right_Accelerometer_Y NUMERIC
@ATTRIBUTE Right_Accelerometer_Z NUMERIC
@ATTRIBUTE Right_Gyroscope_X NUMERIC
@ATTRIBUTE Right_Gyroscope_Y NUMERIC
@ATTRIBUTE Right_Gyroscope_Z NUMERIC
@ATTRIBUTE Right_FSR_B NUMERIC
@ATTRIBUTE Right_FSR_F NUMERIC
@ATTRIBUTE Right_Magnetometer_X NUMERIC
@ATTRIBUTE Right_Magnetometer_Y NUMERIC
@ATTRIBUTE Right_Magnetometer_Z NUMERIC
@ATTRIBUTE class {Right_heel_strike, Right_toe_contact, Left_toe_off, Right_heel_off, Left_heel_strike, Left_toe_contact, Right_toe_off, Left_heel_off}

@DATA
9.613861386,1.099009901,-7.415841584,3.255172414,3.015517241,-3.010344828,3467,3166,-0.356896552,-0.563793103,0.610344828,3.795538425,-0.379277081,-1.132169662,190.065313,-37.79755147,117.6501096,3748,2429,-0.728395062,0.673780488,0.022508039,Right_toe_off
9.544554455,-0.277227723,-7.861386139,3.25,3.018965517,-3.003448276,3446,3056,-0.355172414,-0.562068966,0.622413793,3.882999785,0.76812444,-1.30455622,207.3570293,-37.06919046,133.313774,3739,2394,-0.669753086,0.783536585,-0.012861736,Right_toe_off
9.831683168,-0.504950495,-7.920792079,3.24137931,2.979310345,-2.998275862,3422,3834,-0.353448276,-0.553448276,0.627586207,4.23574477,1.454201806,-1.344074654,211.5880054,-40.09461899,145.2515956,3693,2372,-0.62345679,0.884146341,-0.073954984,Right_toe_off
9.712871287,-0.465346535,-7.910891089,3.227586207,2.944827586,-2.994827586,3397,3862,-0.353448276,-0.560344828,0.625862069,5.052242237,2.195194655,-1.428292214,217.7860626,-49.15265684,159.9493208,3644,2336,-0.533950617,0.942073171,-0.170418006,Right_toe_off
10.16831683,-1.138613861,-7.693069307,3.203448276,2.922413793,-2.987931034,3368,3883,-0.353448276,-0.560344828,0.625862069,6.165512782,2.760091162,-1.825370981,219.2312344,-50.85930522,173.9024833,3601,2314,-0.533950617,0.942073171,-0.170418006,Right_toe_off
10.0990099,-0.712871287,-7.396039604,3.201724138,2.872413793,-2.977586207,3331,3905,-0.365517241,-0.548275862,0.634482759,7.494563936,3.359609056,-2.544530449,220.790241,-49.5592106,186.6122891,3557,2268,-0.444444444,1.024390244,-0.279742765,Right_toe_off
9.841584158,-0.336633663,-7.534653465,3.20862069,2.879310345,-2.987931034,3289,3918,-0.372413793,-0.548275862,0.603448276,8.288964829,4.279875595,-2.723475711,219.7352434,-47.46431575,198.3953345,3507,2192,-0.324074074,1.048780488,-0.376205788,Right_toe_off
9.613861386,0.158415842,-7.415841584,3.222413793,2.887931034,-2.996551724,3240,3935,-0.377586207,-0.539655172,0.624137931,9.471363545,5.268341874,-2.69444901,209.9428725,-42.43781774,210.0084495,3478,2123,-0.237654321,1.082317073,-0.520900322,Right_toe_off
9.435643564,0.405940594,-7.01980198,3.232758621,2.901724138,-2.99137931,3178,3947,-0.377586207,-0.539655172,0.624137931,9.740689305,6.42394786,-2.864524656,191.3594657,-37.36009865,220.8898348,3437,1998,-0.237654321,1.082317073,-0.520900322,Right_toe_off
9.574257426,-0.00990099,-7.534653465,3.236206897,2.937931034,-2.984482759,3113,3959,-0.393103448,-0.532758621,0.618965517,10.38536524,7.106606743,-2.953960469,169.7520816,-38.43969311,231.0988484,3390,1896,-0.077160494,1.015243902,-0.668810289,Right_toe_off
10.00990099,-0.485148515,-7.465346535,3.237931034,2.962068966,-2.984482759,3034,3967,-0.386206897,-0.525862069,0.627586207,10.55927515,7.325964018,-2.844323092,144.5838765,-37.40058313,242.3232418,3342,1899,0,0.978658537,-0.797427653,Right_toe_off
9.732673267,-0.871287129,-7.405940594,3.24137931,2.965517241,-2.982758621,2945,3980,-0.386206897,-0.525862069,0.627586207,11.20792854,7.115521347,-3.239936802,124.0180536,-38.16456883,253.2373233,3308,1876,0.064814815,0.826219512,-0.893890675,Right_toe_off
9.465346535,-0.96039604,-7.485148515,3.237931034,2.965517241,-2.986206897,2838,3986,-0.386206897,-0.525862069,0.627586207,11.64867067,6.939262771,-3.425052264,103.2529144,-38.57576881,259.1116086,3276,1817,0.064814815,0.826219512,-0.893890675,Right_toe_off
9.524752475,-0.742574257,-7.425742574,3.243103448,2.974137931,-2.984482759,2732,3993,-0.396551724,-0.503448276,0.620689655,12.0349661,7.171577835,-3.807250406,81.02861975,-38.96579584,264.6834234,3230,1800,0.092592593,0.710365854,-1,Right_toe_off
9.910891089,-0.643564356,-7.475247525,3.243103448,2.99137931,-2.977586207,2594,4007,-0.405172414,-0.506896552,0.620689655,12.91269773,7.022272393,-3.860062995,64.71867859,-36.50958817,271.304857,3189,1725,0.070987654,0.557926829,-1.067524116,Right_toe_off
9.99009901,-0.841584158,-7.445544554,3.236206897,3.006896552,-2.970689655,2421,4007,-0.405172414,-0.506896552,0.620689655,13.03645549,6.842307633,-3.732781198,54.03898699,-35.12724437,277.6259102,3180,1631,0.043209877,0.429878049,-1.08681672,Right_toe_off
10.13861386,-1.04950495,-7.594059406,3.232758621,3.022413793,-2.967241379,2221,4014,-0.387931034,-0.515517241,0.618965517,12.94469853,6.852801271,-3.775174412,52.68606299,-37.53726535,280.7721953,3190,1488,0.043209877,0.429878049,-1.08681672,Right_toe_off
9.98019802,-0.881188119,-7.485148515,3.227586207,3.006896552,-2.963793103,2019,4018,-0.406896552,-0.515517241,0.606896552,13.35267463,7.085638852,-4.083440186,59.47116126,-39.38475652,281.0961047,3202,1380,-0.00617284,0.320121951,-1.073954984,Right_toe_off
10.12871287,-1.158415842,-7.633663366,3.217241379,3,-2.956896552,1784,4024,-0.401724138,-0.489655172,0.612068966,13.38948596,7.243474384,-4.263075625,55.89597064,-41.94684837,275.9873021,3215,1231,-0.092592593,0.271341463,-1.061093248,Right_toe_off
10.05940594,-0.940594059,-7.772277228,3.218965517,2.982758621,-2.946551724,1496,4028,-0.401724138,-0.489655172,0.612068966,13.0546631,7.28607785,-4.337551856,50.94267494,-42.43463128,272.5281007,3155,1124,-0.172839506,0.216463415,-0.996784566,Right_toe_off
10.07920792,-1.01980198,-7.722772277,3.212068966,2.963793103,-2.936206897,1243,4032,-0.422413793,-0.50862069,0.618965517,12.87593781,6.914361043,-4.687957907,51.93474715,-52.40894991,263.819201,3098,1084,-0.172839506,0.216463415,-0.996784566,Right_toe_off
10.37623762,-0.841584158,-7.475247525,3.225862069,2.960344828,-2.925862069,995,4037,-0.424137931,-0.496551724,0.631034483,12.97174659,7.300802295,-4.94802387,63.48173607,-58.60566942,248.0684786,3065,1063,-0.228395062,0.164634146,-0.932475884,Right_toe_off
10.35643564,-0.544554455,-7.188118812,3.215517241,2.946551724,-2.896551724,684,4040,-0.418965517,-0.489655172,0.620689655,12.69087384,7.924588786,-4.850247513,72.66977773,-58.82134878,230.2945551,3037,1034,-0.271604938,0.179878049,-0.84244373,Right_toe_off
10.45544554,-0.346534653,-7.267326733,3.206896552,2.962068966,-2.867241379,413,4044,-0.418965517,-0.489655172,0.620689655,12.95809414,8.894314615,-3.610444392,77.33482813,-54.74190124,213.7268477,3072,1113,-0.320987654,0.146341463,-0.823151125,Right_toe_off
10.35643564,-0.881188119,-7.03960396,3.217241379,2.951724138,-2.839655172,156,4047,-0.436206897,-0.481034483,0.617241379,12.2278358,9.675275907,-2.244573509,79.22278984,-48.44061091,196.7011152,3080,1066,-0.320987654,0.146341463,-0.823151125,Right_toe_off
10.4950495,-1.138613861,-7.534653465,3.222413793,2.937931034,-2.832758621,95,4049,-0.44137931,-0.493103448,0.6,11.60514141,10.46833747,-1.561111496,80.11014316,-44.69423876,174.464099,3094,1103,-0.336419753,0.131097561,-0.739549839,Right_toe_off
10.95049505,-0.881188119,-7.04950495,3.227586207,2.925862069,-2.818965517,82,4047,-0.446551724,-0.474137931,0.612068966,10.60839387,11.94488067,-1.903539011,80.93387717,-41.19487733,145.3282789,3081,1114,-0.404320988,0.079268293,-0.691318328,Right_toe_off
11.1980198,-0.920792079,-6.712871287,3.218965517,2.927586207,-2.801724138,67,4056,-0.446551724,-0.474137931,0.612068966,9.903755306,14.26809263,-2.286982153,74.1980431,-30.95212139,113.7060095,3129,1086,-0.419753086,0.067073171,-0.623794212,Right_toe_off
11.40594059,-0.782178218,-6.762376238,3.212068966,2.929310345,-2.770689655,57,4055,-0.467241379,-0.45862069,0.601724138,8.454835359,16.92034407,-2.510757318,49.93600633,-14.0694574,81.07566874,3076,1072,-0.419753086,0.067073171,-0.623794212,Right_toe_off
11.72277228,-1.108910891,-6.99009901,3.205172414,2.944827586,-2.748275862,60,4056,-0.467241379,-0.45862069,0.605172414,7.437731557,16.68216523,-1.345745402,12.97561194,10.00642116,44.7466424,3032,1129,-0.450617284,0.018292683,-0.585209003,Right_heel_strike
11.89108911,-1.386138614,-7.079207921,3.198275862,2.94137931,-2.713793103,54,4057,-0.496551724,-0.456896552,0.596551724,6.743248791,13.43530302,-1.726449331,-21.1456649,7.194916083,-3.722993046,2995,1140,-0.466049383,0,-0.52733119,Right_heel_strike
11.95049505,-1.158415842,-7.633663366,3.186206897,2.929310345,-2.686206897,49,4058,-0.496551724,-0.456896552,0.596551724,6.858300324,10.9209712,-3.044579777,-31.58460395,9.28713938,-59.68071898,2996,1093,-0.466049383,0,-0.52733119,Right_heel_strike
12.4950495,-0.871287129,-7.940594059,3.174137931,2.915517241,-2.660344828,43,4058,-0.49137931,-0.444827586,0.577586207,6.591547124,8.761474252,-4.261027653,-20.03151006,10.06791023,-102.1171743,3400,698,-0.466049383,0,-0.52733119,Right_heel_strike
13.02970297,-0.257425743,-8.683168317,3.162068966,2.881034483,-2.632758621,46,4057,-0.520689655,-0.439655172,0.574137931,7.509145351,6.786046879,-8.886166786,1.856162734,-0.775199759,-134.9111192,3953,239,-0.527777778,-0.088414634,-0.488745981,Right_heel_strike
13.89108911,-0.247524752,-9.415841584,3.15862069,2.846551724,-2.612068966,40,4056,-0.513793103,-0.422413793,0.539655172,6.9335919,-0.147994514,-7.865859541,-2.765489362,11.28684004,-114.3166929,4048,253,-0.558641975,-0.109756098,-0.446945338,Right_heel_strike
14.79207921,0.178217822,-9.673267327,3.139655172,2.827586207,-2.594827586,48,3269,-0.513793103,-0.422413793,0.539655172,9.948675588,-12.62090654,-10.14197816,-57.23630717,-6.864118224,-84.42292005,4067,236,-0.558641975,-0.109756098,-0.446945338,Right_heel_strike
15.86138614,0.425742574,-9.425742574,3.129310345,2.798275862,-2.556896552,42,2723,-0.527586207,-0.422413793,0.546551724,17.08698477,-17.70768049,1.318935334,-91.88126847,7.50941142,-44.71213394,4076,199,-0.558641975,-0.109756098,-0.446945338,Right_heel_strike
16.51485149,-0.346534653,-8.871287129,3.10862069,2.737931034,-2.524137931,41,4049,-0.555172414,-0.418965517,0.532758621,19.22463915,-6.130633887,4.161250464,16.46145668,12.12028462,-74.08540066,4078,287,-0.592592593,-0.158536585,-0.389067524,Right_heel_strike
17.40594059,1.138613861,-8.603960396,3.082758621,2.681034483,-2.5,41,4044,-0.55862069,-0.394827586,0.515517241,19.61418452,3.483172635,2.931447993,132.2112612,39.32951857,-97.82523922,4081,267,-0.608024691,-0.234756098,-0.353697749,Right_heel_strike
17.58415842,4.811881188,-8.772277228,3.070689655,2.687931034,-2.487931034,39,4038,-0.55862069,-0.394827586,0.515517241,13.74762739,4.502600049,0.007632277,127.890028,87.2085392,-119.6631773,4082,258,-0.608024691,-0.234756098,-0.353697749,Right_heel_strike
16.41584158,7.326732673,-8.633663366,3.074137931,2.713793103,-2.436206897,46,4029,-0.579310345,-0.387931034,0.487931034,16.92984596,3.776028563,0.532702279,75.22807834,23.85417314,-48.80309913,4083,241,-0.608024691,-0.234756098,-0.353697749,Right_heel_strike
14.3960396,9.118811881,-8.821782178,3.103448276,2.763793103,-2.320689655,49,4018,-0.589655172,-0.375862069,0.470689655,11.57385338,4.393107348,-2.115411867,4.711046517,0.727888321,-72.96357663,4083,190,-0.675925926,-0.332317073,-0.260450161,Right_heel_strike
13.94059406,4.900990099,-13.34653465,3.156896552,2.946551724,-2.196551724,50,4002,-0.589655172,-0.375862069,0.470689655,6.739201623,5.712814856,-6.979312777,3.310329399,-37.86462002,-69.0872844,4083,215,-0.682098765,-0.347560976,-0.237942122,Right_heel_strike
15.92079208,0.138613861,-12.65346535,3.174137931,3.187931034,-2.15,50,3971,-0.589655172,-0.375862069,0.470689655,8.367866623,2.892577878,-8.374345608,36.76280807,-50.10300341,-102.8038095,4085,165,-0.682098765,-0.347560976,-0.237942122,Right_heel_strike
17.3960396,-0.891089109,-11.72277228,3.127586207,3.136206897,-2.229310345,48,3883,-0.627586207,-0.375862069,0.393103448,9.289434075,1.929297444,-10.7808215,67.09306717,-57.63424868,-125.5586998,4084,116,-0.709876543,-0.408536585,-0.196141479,Right_heel_strike
16.52475248,-1.059405941,-12.56435644,3.056896552,2.932758621,-2.294827586,49,3737,-0.629310345,-0.363793103,0.356896552,9.533587361,2.627720433,-10.69436932,89.80738332,-29.97882493,-129.6038566,4083,69,-0.740740741,-0.43902439,-0.173633441,Right_heel_strike
13.53465347,-1.891089109,-13.23762376,3.039655172,2.879310345,-2.213793103,50,3447,-0.629310345,-0.363793103,0.356896552,11.89741033,5.529428031,-8.159786531,106.0523445,8.830451919,-110.5080201,4084,82,-0.716049383,-0.466463415,-0.115755627,Right_heel_strike
10.65346535,-2.207920792,-11.51485149,2.989655172,2.827586207,-2.244827586,14,2823,-0.60862069,-0.337931034,0.324137931,8.741748253,8.364264725,-4.831779266,55.89083735,46.58674042,-81.58325732,4083,65,-0.716049383,-0.466463415,-0.115755627,Right_heel_strike
6.881188119,-2.168316832,-7.534653465,3.010344828,2.801724138,-2.382758621,659,1407,-0.612068966,-0.332758621,0.289655172,7.242192809,9.50210882,-3.546925227,-15.82359183,27.70629194,-41.2681956,4084,84,-0.740740741,-0.493902439,-0.064308682,Right_heel_strike
5.861386139,-3.118811881,-9.861386139,3.143103448,2.915517241,-2.512068966,1340,1220,-0.615517241,-0.329310345,0.255172414,8.732969329,7.355114567,-3.755573959,-116.7060347,6.399903352,-18.43449001,4084,79,-0.759259259,-0.5,-0.07073955,Right_heel_strike
2.881188119,-0.069306931,-6.089108911,3.036206897,2.910344828,-2.715517241,1020,1062,-0.615517241,-0.329310345,0.255172414,8.875763773,3.039427279,-3.181508304,-189.4560487,-6.817103806,-12.10185387,4081,72,-0.74382716,-0.481707317,-0.118971061,Right_heel_strike
-0.00990099,5.247524752,-4.683168317,3.037931034,2.810344828,-3.036206897,769,889,-0.610344828,-0.303448276,0.251724138,9.163897411,-1.355851885,-3.421291086,-189.6384628,-21.48100423,-16.3818999,4083,50,-0.74382716,-0.481707317,-0.118971061,Left_toe_off
