@RELATION Gait 

@ATTRIBUTE Left_Accelerometer_X NUMERIC
@ATTRIBUTE Left_Accelerometer_Y NUMERIC
@ATTRIBUTE Left_Accelerometer_Z NUMERIC
@ATTRIBUTE Left_Gyroscope_X NUMERIC
@ATTRIBUTE Left_Gyroscope_Y NUMERIC
@ATTRIBUTE Left_Gyroscope_Z NUMERIC
@ATTRIBUTE Left_FSR_B NUMERIC
@ATTRIBUTE Left_FSR_F NUMERIC
@ATTRIBUTE Left_Magnetometer_X NUMERIC
@ATTRIBUTE Left_Magnetometer_Y NUMERIC
@ATTRIBUTE Left_Magnetometer_Z NUMERIC
@ATTRIBUTE Right_Accelerometer_X NUMERIC
@ATTRIBUTE Right_Accelerometer_Y NUMERIC
@ATTRIBUTE Right_Accelerometer_Z NUMERIC
@ATTRIBUTE Right_Gyroscope_X NUMERIC
@ATTRIBUTE Right_Gyroscope_Y NUMERIC
@ATTRIBUTE Right_Gyroscope_Z NUMERIC
@ATTRIBUTE Right_FSR_B NUMERIC
@ATTRIBUTE Right_FSR_F NUMERIC
@ATTRIBUTE Right_Magnetometer_X NUMERIC
@ATTRIBUTE Right_Magnetometer_Y NUMERIC
@ATTRIBUTE Right_Magnetometer_Z NUMERIC
@ATTRIBUTE class {Right_heel_strike, Right_toe_contact, Left_toe_off, Right_heel_off, Left_heel_strike, Left_toe_contact, Right_toe_off, Left_heel_off}

@DATA
0.356435644,8.376237624,-5.198019802,3.120689655,2.705172414,-3.243103448,757,730,-0.581034483,-0.305172414,0.222413793,10.06061411,-4.796056661,-4.545051995,-132.0798834,-21.38094617,-23.0250651,4083,31,-0.725308642,-0.484756098,-0.125401929,Left_toe_off
0.108910891,6.00990099,-4.851485149,3.174137931,2.962068966,-3.431034483,862,908,-0.560344828,-0.29137931,0.187931034,10.00899195,-5.371048491,-4.095857201,-40.75187751,-2.295678815,-40.19728908,4083,34,-0.716049383,-0.481707317,-0.147909968,Left_toe_off
0.514851485,2.831683168,-3.702970297,3.229310345,3.105172414,-3.6,1075,874,-0.560344828,-0.29137931,0.187931034,9.545304147,-2.915932281,-4.047923948,40.08998865,0.316140308,-56.65393349,4082,31,-0.731481481,-0.490853659,-0.106109325,Left_toe_off
1.900990099,0.603960396,-5.277227723,3.275862069,3.15,-3.737931034,1158,868,-0.55,-0.287931034,0.182758621,9.169767514,-0.493076544,-4.137886918,73.02480995,-1.382772718,-58.4525691,4083,31,-0.731481481,-0.490853659,-0.106109325,Left_toe_off
2.455445545,1.683168317,-4.940594059,3.274137931,3.194827586,-3.905172414,1135,895,-0.551724138,-0.275862069,0.170689655,8.542228678,2.067409224,-5.716848949,56.12259217,-6.817306589,-53.80907167,4083,97,-0.725308642,-0.487804878,-0.102893891,Right_toe_contact
3.346534653,2.792079208,-4.722772277,3.3,3.198275862,-4.053448276,1113,905,-0.55,-0.25862069,0.15,7.641778936,3.460633295,-6.294891581,2.939930328,7.183284425,-45.26694122,4083,173,-0.712962963,-0.533536585,-0.08681672,Right_toe_contact
4,2.257425743,-4.108910891,3.336206897,3.25,-4.167241379,1113,871,-0.55,-0.25862069,0.15,7.230167971,2.301065134,-5.663318623,-46.66114231,7.266673446,-36.03068427,4083,262,-0.716049383,-0.542682927,-0.083601286,Right_toe_contact
5.524752475,2,-4.495049505,3.355172414,3.343103448,-4.244827586,1119,806,-0.524137931,-0.231034483,0.15,8.212800178,0.46760542,-6.026657778,-83.83550845,-0.640439733,-32.56097566,4083,311,-0.716049383,-0.542682927,-0.083601286,Right_toe_contact
6.623762376,1.207920792,-5.108910891,3.389655172,3.45,-4.320689655,1115,723,-0.529310345,-0.212068966,0.134482759,8.367758947,-0.727171854,-5.349426406,-95.89564026,-1.8393111,-31.07553486,4082,431,-0.700617284,-0.524390244,-0.061093248,Right_toe_contact
7.792079208,-0.198019802,-5.495049505,3.422413793,3.50862069,-4.412068966,1091,693,-0.525862069,-0.184482759,0.146551724,9.047658637,-1.567354338,-4.6877752,-93.95485264,1.147283776,-32.03106125,4082,490,-0.712962963,-0.545731707,-0.096463023,Right_toe_contact
9.841584158,-0.98019802,-5.722772277,3.434482759,3.544827586,-4.501724138,1058,627,-0.525862069,-0.184482759,0.146551724,9.151691371,-2.051832844,-4.031593057,-74.9668695,1.240825373,-38.58113411,4083,605,-0.725308642,-0.542682927,-0.08681672,Right_toe_contact
12.21782178,-0.861386139,-6.861386139,3.436206897,3.531034483,-4.568965517,993,712,-0.568965517,-0.163793103,0.162068966,9.412137287,-1.810476972,-3.635559877,-55.65051086,2.137365691,-46.1750886,4081,679,-0.725308642,-0.542682927,-0.08681672,Right_toe_contact
13.02970297,-2.485148515,-5.524752475,3.45,3.562068966,-4.601724138,960,653,-0.615517241,-0.172413793,0.163793103,8.887667052,-0.544841124,-3.596445376,-40.535277,10.88605283,-51.23975363,4081,932,-0.694444444,-0.542682927,-0.109324759,Right_toe_contact
14.28712871,-3.435643564,-6.297029703,3.432758621,3.527586207,-4.605172414,904,578,-0.65862069,-0.174137931,0.20862069,9.1627858,0.528552921,-3.981922125,-28.48840234,2.869253634,-56.63063064,4081,1158,-0.706790123,-0.524390244,-0.122186495,Right_toe_contact
15.00990099,-3.306930693,-6.861386139,3.405172414,3.456896552,-4.639655172,867,609,-0.65862069,-0.174137931,0.20862069,8.900804567,1.811495248,-3.949670661,-20.27319559,2.266730843,-58.45069087,4082,1465,-0.697530864,-0.536585366,-0.112540193,Right_toe_contact
15.00990099,-2.940594059,-7.198019802,3.384482759,3.417241379,-4.681034483,833,623,-0.703448276,-0.25,0.224137931,9.320532663,3.590091308,-3.670336563,-19.59170011,9.017691977,-55.83147037,4083,1761,-0.697530864,-0.536585366,-0.112540193,Right_toe_contact
15.23762376,-3.118811881,-6.871287129,3.381034483,3.453448276,-4.687931034,820,625,-0.706896552,-0.320689655,0.234482759,9.639728255,4.379931491,-3.367122617,-26.93659872,14.55578249,-51.52681968,4081,2167,-0.722222222,-0.567073171,-0.067524116,Right_toe_contact
15.62376238,-3.653465347,-7.188118812,3.363793103,3.527586207,-4.646551724,826,698,-0.706896552,-0.320689655,0.234482759,9.084601433,4.650747631,-2.840635444,-44.46057675,12.12594199,-48.09739867,4084,2539,-0.706790123,-0.56402439,-0.07073955,Right_toe_contact
15.75247525,-4.00990099,-6.98019802,3.367241379,3.532758621,-4.622413793,802,769,-0.706896552,-0.320689655,0.234482759,9.288031254,3.514367637,-3.275204998,-64.84809058,8.083955191,-42.49237343,4080,2838,-0.694444444,-0.579268293,-0.090032154,Right_toe_contact
16.44554455,-3.881188119,-7.079207921,3.317241379,3.512068966,-4.563793103,767,776,-0.637931034,-0.532758621,0.205172414,9.080567521,1.998670005,-4.052432019,-74.08729874,11.17543478,-39.73248849,4079,3041,-0.694444444,-0.579268293,-0.090032154,Right_toe_contact
16.38613861,-3.346534653,-6.940594059,3.294827586,3.439655172,-4.525862069,753,862,-0.551724138,-0.570689655,0.156896552,8.919050738,0.880334862,-4.047463085,-66.67548016,17.73339692,-39.56990388,4079,3223,-0.700617284,-0.579268293,-0.083601286,Right_toe_contact
15.3960396,-2.99009901,-6.089108911,3.263793103,3.386206897,-4.487931034,700,677,-0.551724138,-0.570689655,0.156896552,8.901862876,0.766963314,-4.401805678,-53.34832437,21.60427922,-42.73057907,4079,3395,-0.697530864,-0.597560976,-0.083601286,Right_toe_contact
15.61386139,-3.831683168,-6.188118812,3.279310345,3.30862069,-4.477586207,603,925,-0.551724138,-0.570689655,0.156896552,9.107664459,1.076795989,-4.212736649,-41.99696516,30.6047082,-46.17779182,4078,3523,-0.685185185,-0.612804878,-0.08681672,Right_toe_contact
15.45544554,-3.732673267,-6.00990099,3.298275862,3.284482759,-4.456896552,559,920,-0.398275862,-0.570689655,0.118965517,8.65583253,1.132671071,-4.077060358,-36.86315388,31.47157383,-48.13405788,4078,3624,-0.685185185,-0.612804878,-0.08681672,Right_toe_contact
14.4950495,-2.792079208,-5.544554455,3.315517241,3.298275862,-4.455172414,519,771,-0.344827586,-0.536206897,0.101724138,8.739199504,2.023116848,-3.949115731,-32.49619102,29.94544734,-52.40107249,4077,3695,-0.703703704,-0.597560976,-0.109324759,Right_toe_contact
15.22772277,-3.871287129,-6.514851485,3.348275862,3.274137931,-4.405172414,532,702,-0.344827586,-0.536206897,0.101724138,9.020250294,2.249417594,-4.037990336,-27.87305887,29.07068648,-55.54578177,4075,3746,-0.700617284,-0.618902439,-0.096463023,Right_toe_contact
14.41584158,-6.079207921,-6.435643564,3.317241379,3.35862069,-4.329310345,549,741,-0.30862069,-0.498275862,0.110344828,9.003204858,2.25116634,-3.880161129,-28.02963434,27.74370784,-57.44400145,4075,3784,-0.691358025,-0.606707317,-0.073954984,Right_toe_contact
14.26732673,-6.673267327,-6.831683168,3.331034483,3.320689655,-4.25862069,539,871,-0.306896552,-0.455172414,0.163793103,8.916770415,2.489217503,-4.161479246,-31.16635205,26.7716094,-59.19817384,4073,3812,-0.691358025,-0.606707317,-0.073954984,Right_toe_contact
13.84158416,-5.851485149,-7.01980198,3.343103448,3.412068966,-4.181034483,532,902,-0.293103448,-0.45862069,0.187931034,8.89342654,2.50293052,-3.813521482,-31.7092684,28.17235495,-58.35376732,4071,3838,-0.703703704,-0.588414634,-0.080385852,Right_toe_contact
14.47524752,-7.95049505,-7.653465347,3.274137931,3.303448276,-4.084482759,523,797,-0.293103448,-0.45862069,0.187931034,9.044596852,2.541246397,-3.830763458,-30.55828559,24.18053906,-58.67923374,4069,3859,-0.703703704,-0.603658537,-0.048231511,Right_toe_contact
13.72277228,-7.792079208,-4.910891089,3.24137931,3.232758621,-4.04137931,521,774,-0.303448276,-0.456896552,0.217241379,8.799813173,2.71756502,-3.443684809,-32.8975771,22.89795592,-61.21167478,4064,3875,-0.703703704,-0.603658537,-0.048231511,Right_toe_contact
12.68316832,-6.247524752,-5.811881188,3.25,3.170689655,-3.948275862,524,812,-0.296551724,-0.462068966,0.253448276,8.916032356,2.568956864,-3.188281212,-34.42408919,20.45236981,-62.77108069,4058,3888,-0.703703704,-0.603658537,-0.048231511,Right_toe_contact
11.5049505,-5.118811881,-6.732673267,3.217241379,3.246551724,-3.832758621,529,862,-0.279310345,-0.486206897,0.315517241,9.380479703,2.329162327,-3.703287569,-35.55001954,18.96141551,-67.54055521,4043,3904,-0.703703704,-0.631097561,-0.051446945,Right_toe_contact
11.27722772,-5.574257426,-7.425742574,3.212068966,3.320689655,-3.727586207,544,866,-0.279310345,-0.486206897,0.315517241,9.270065518,2.405564427,-4.173491795,-33.8983141,19.34459747,-73.01458329,4039,3911,-0.685185185,-0.625,-0.048231511,Right_toe_contact
11.14851485,-5.871287129,-7.128712871,3.218965517,3.325862069,-3.64137931,548,859,-0.267241379,-0.475862069,0.332758621,9.387597527,2.652549051,-4.357497397,-28.36060224,20.28830446,-76.068583,4009,3922,-0.685185185,-0.625,-0.048231511,Right_toe_contact
10.83168317,-6.782178218,-7.366336634,3.246551724,3.374137931,-3.555172414,575,848,-0.265517241,-0.5,0.362068966,9.286794494,3.543660615,-4.347143997,-27.33605375,21.89532671,-78.17098643,3959,3929,-0.685185185,-0.625,-0.048231511,Right_toe_contact
11.10891089,-7.495049505,-7.178217822,3.25862069,3.374137931,-3.45,599,1084,-0.256896552,-0.506896552,0.40862069,9.312574392,3.626191755,-4.068250119,-32.48687766,22.31987458,-79.02219164,3862,3938,-0.703703704,-0.655487805,-0.022508039,Right_toe_contact
10.91089109,-8.792079208,-7.722772277,3.267241379,3.332758621,-3.334482759,614,1244,-0.256896552,-0.506896552,0.40862069,9.742568476,3.789717139,-4.285717603,-43.2975452,20.9884486,-80.8568778,3674,3943,-0.663580247,-0.676829268,-0.025723473,Right_toe_contact
10.93069307,-9.524752475,-8.257425743,3.256896552,3.25,-3.224137931,610,1346,-0.225862069,-0.518965517,0.434482759,10.01140227,3.830132566,-3.975341181,-51.5780307,21.78285589,-86.991789,3305,3951,-0.663580247,-0.676829268,-0.025723473,Right_toe_contact
10.5049505,-10.07920792,-7.871287129,3.255172414,3.15862069,-3.134482759,625,1430,-0.220689655,-0.537931034,0.444827586,9.888272163,3.480404875,-4.071240354,-54.85542359,22.72723958,-90.055456,2741,3956,-0.703703704,-0.679878049,0.006430868,Right_toe_contact
10.02970297,-10.06930693,-8.207920792,3.281034483,3.063793103,-3.063793103,625,1489,-0.218965517,-0.532758621,0.475862069,9.82551006,3.44500498,-3.673991969,-56.66328605,24.11461775,-94.23385111,2106,3960,-0.679012346,-0.670731707,0,Right_toe_contact
10.0990099,-9.386138614,-8.118811881,3.339655172,3.012068966,-3.024137931,668,1479,-0.218965517,-0.532758621,0.475862069,10.2420645,3.632045947,-3.553340809,-56.64806147,22.2636592,-99.07417212,1935,3963,-0.709876543,-0.670731707,0.003215434,Left_heel_strike
10.4950495,-8.435643564,-8.386138614,3.375862069,2.965517241,-2.955172414,810,1503,-0.20862069,-0.534482759,0.487931034,10.63482207,4.332577966,-3.107381312,-59.83138588,19.75313653,-104.9196772,1906,3966,-0.709876543,-0.670731707,0.003215434,Left_heel_strike
10.73267327,-1.782178218,-9.336633663,3.506896552,2.95,-2.884482759,2030,1714,-0.179310345,-0.546551724,0.503448276,11.00843761,4.168780894,-3.113472981,-67.15841678,17.4680587,-108.7720586,1787,3968,-0.685185185,-0.698170732,0.019292605,Left_heel_strike
12.79207921,1.198019802,-8.128712871,3.439655172,2.781034483,-2.894827586,2904,409,-0.165517241,-0.555172414,0.501724138,11.45153234,4.373675088,-3.180958908,-73.45758037,15.91221268,-112.6145086,1736,3969,-0.669753086,-0.682926829,0.006430868,Left_heel_strike
12.83168317,14.17821782,-7.514851485,3.334482759,2.898275862,-2.955172414,3239,352,-0.165517241,-0.555172414,0.501724138,12.36128225,4.244907092,-3.148008541,-75.74486847,17.94890686,-115.641318,1679,3969,-0.688271605,-0.692073171,0.038585209,Left_heel_strike
13.69306931,18.3960396,5.762376238,3.129310345,2.575862069,-3.236206897,3394,300,-0.144827586,-0.562068966,0.517241379,12.93134485,4.316358975,-3.432757645,-77.49035257,23.11972976,-121.7312802,1778,3967,-0.688271605,-0.692073171,0.038585209,Left_heel_strike
13.21782178,9.376237624,-3.188118812,3.463793103,3.124137931,-2.932758621,3480,301,-0.156896552,-0.556896552,0.537931034,14.18142891,3.652637542,-3.554816932,-78.77274794,34.02706948,-126.3512532,1712,3965,-0.666666667,-0.682926829,0.041800643,Right_heel_off
15.02970297,-0.01980198,-1.732673267,3.618965517,3.874137931,-2.805172414,3540,305,-0.156896552,-0.556896552,0.537931034,14.83289609,3.158523127,-4.31479123,-79.56202387,43.87147014,-131.4276756,1732,3961,-0.672839506,-0.68597561,0.019292605,Right_heel_off
15.35643564,2.435643564,-5,3.567241379,3.65862069,-2.756896552,3574,338,-0.156896552,-0.556896552,0.537931034,15.04270421,3.480217991,-4.935496721,-75.07956691,44.91319141,-135.8818794,1749,3955,-0.691358025,-0.673780488,0.038585209,Right_heel_off
16.06930693,0.287128713,-3.079207921,3.5,3.517241379,-2.653448276,3590,348,-0.131034483,-0.6,0.556896552,15.17531336,3.664489407,-5.375745923,-77.39313025,43.24225741,-138.0802153,1676,3950,-0.691358025,-0.673780488,0.038585209,Right_heel_off
15.24752475,-4.059405941,-7.297029703,3.424137931,3.320689655,-2.639655172,3596,302,-0.112068966,-0.617241379,0.551724138,15.81867099,2.901451818,-6.036147234,-92.15495433,42.54063118,-143.6982765,1624,3943,-0.691358025,-0.679878049,0.057877814,Right_heel_off
13.02970297,-5.297029703,-9.891089109,3.346551724,3.396551724,-2.596551724,3600,415,-0.112068966,-0.617241379,0.551724138,16.85467981,1.8837426,-7.771060225,-115.5387679,33.61318323,-151.7211786,1617,3935,-0.709876543,-0.661585366,0.073954984,Right_heel_off
9.96039604,-1.891089109,-13.68316832,3.410344828,3.274137931,-2.598275862,3603,440,-0.112068966,-0.617241379,0.551724138,17.78777508,-1.053889202,-9.601145075,-143.9070203,35.53228253,-163.4955898,1573,3927,-0.712962963,-0.661585366,0.064308682,Right_heel_off
9.663366337,-0.178217822,-13.30693069,3.427586207,3.372413793,-2.64137931,3605,316,-0.112068966,-0.651724138,0.575862069,16.87331577,-0.28742881,-9.869565202,-144.7756872,42.88465196,-169.4679164,1500,3919,-0.712962963,-0.661585366,0.064308682,Right_heel_off
9.495049505,-1.900990099,-10.13861386,3.396551724,3.15862069,-2.744827586,3607,343,-0.110344828,-0.667241379,0.565517241,17.07789871,1.466756225,-10.2464788,-124.4658868,31.26887993,-170.3687748,1438,3910,-0.725308642,-0.594512195,0.051446945,Right_heel_off
9.584158416,-3.069306931,-8.752475248,3.322413793,3.024137931,-2.824137931,3609,343,-0.110344828,-0.667241379,0.565517241,18.66293078,2.615543153,-9.782753892,-112.0201587,49.99705459,-161.5846172,1451,3888,-0.759259259,-0.62195122,0.08681672,Right_heel_off
10.9009901,-5.148514851,-9.138613861,3.267241379,2.955172414,-2.867241379,3610,241,-0.132758621,-0.672413793,0.579310345,17.65848285,2.753464678,-8.995049396,-99.12128026,64.36828506,-153.1235717,1492,3849,-0.762345679,-0.573170732,0.080385852,Right_heel_off
12.06930693,-4.722772277,-8.326732673,3.222413793,2.729310345,-2.927586207,3611,405,-0.118965517,-0.675862069,0.582758621,14.75430027,2.769910163,-9.25468344,-81.17988723,78.08751802,-140.5620406,1444,3793,-0.762345679,-0.573170732,0.080385852,Right_heel_off
10.89108911,-2.643564356,-7.227722772,3.215517241,2.431034483,-3.024137931,3610,472,-0.131034483,-0.672413793,0.603448276,11.12644307,2.21054296,-7.819260886,-64.95091858,87.20122906,-119.5587468,1441,3722,-0.830246914,-0.518292683,0.073954984,Right_heel_off
9.782178218,-0.217821782,-7.148514851,3.224137931,2.286206897,-3.09137931,3607,431,-0.131034483,-0.672413793,0.603448276,8.392512149,2.724654185,-7.142069312,-50.78220802,73.8170362,-100.4102148,1441,3636,-0.87345679,-0.49695122,0.093247588,Right_heel_off
8.851485149,2.287128713,-6.504950495,3.263793103,2.351724138,-3.103448276,3608,577,-0.134482759,-0.644827586,0.613793103,6.284544515,2.702457115,-5.46974397,-43.94039973,59.1462058,-78.52243946,478,3485,-0.907407407,-0.432926829,0.07073955,Left_toe_contact
8.663366337,3.524752475,-5.683168317,3.320689655,2.563793103,-3.112068966,3600,827,-0.131034483,-0.634482759,0.625862069,5.858899952,2.636315522,-2.509547859,-39.3229541,54.39149335,-62.73561933,3034,3219,-0.907407407,-0.432926829,0.07073955,Left_toe_contact
9.415841584,3.396039604,-5.435643564,3.365517241,2.786206897,-3.031034483,3601,1057,-0.148275862,-0.624137931,0.634482759,5.093972183,2.770389804,-1.867047416,-42.01122421,39.64918457,-50.25425304,3767,2690,-0.944444444,-0.347560976,0.051446945,Left_toe_contact
10.16831683,2.99009901,-6.96039604,3.377586207,3.022413793,-2.982758621,3590,1570,-0.148275862,-0.624137931,0.634482759,4.299468051,6.150072678,-1.693264117,-16.49724504,41.11698065,-39.94018242,3830,2685,-0.956790123,-0.292682927,0.077170418,Left_toe_contact
9.97029703,1.623762376,-8.455445545,3.346551724,3.153448276,-2.970689655,3581,2065,-0.132758621,-0.60862069,0.622413793,0.016725809,8.493246152,1.341340975,-32.94968199,44.82790748,-14.74695775,3814,2930,-0.99382716,-0.195121951,0.048231511,Left_toe_contact
9.98019802,-0.465346535,-7.782178218,3.305172414,3.213793103,-2.977586207,3570,2343,-0.143103448,-0.636206897,0.648275862,0.474752744,7.314952077,-3.030039558,-47.73788794,1.137497719,15.03261862,3841,3007,-0.99382716,-0.195121951,0.048231511,Left_toe_contact
9.643564356,-1.782178218,-7.891089109,3.293103448,3.144827586,-3.005172414,3555,2454,-0.14137931,-0.637931034,0.636206897,-0.204427015,3.835588338,-2.64559318,-72.52684089,-1.995292298,54.57299738,3810,3051,-1.012345679,-0.109756098,0.038585209,Right_toe_off
9.702970297,-1.871287129,-8.653465347,3.267241379,3.005172414,-3.046551724,3541,2526,-0.14137931,-0.637931034,0.636206897,-0.367052255,-0.143188938,-1.685946069,-106.5297702,-19.14554708,75.38477063,3789,3043,-1,0,0.025723473,Right_toe_off
9.465346535,-1.267326733,-8.435643564,3.237931034,2.817241379,-3.089655172,3524,2566,-0.144827586,-0.636206897,0.64137931,1.241591061,-4.402933512,-1.0517601,-77.46060566,-36.30102146,80.62981649,3787,2998,-1.033950617,0.06097561,0.009646302,Right_toe_off
9.594059406,0.148514851,-7.762376238,3.218965517,2.710344828,-3.101724138,3503,2581,-0.136206897,-0.64137931,0.639655172,1.815401024,-6.479544407,-0.139039707,-33.84277392,-40.26006874,74.62246267,3770,2953,-1.033950617,0.06097561,0.009646302,Right_toe_off
9.623762376,1.95049505,-6.742574257,3.212068966,2.675862069,-3.074137931,3482,2581,-0.143103448,-0.629310345,0.637931034,2.609400546,-6.774424036,0.166996984,14.49140337,-42.01702841,73.65306492,3764,2909,-1.024691358,0.155487805,-0.006430868,Right_toe_off
9.861386139,2.930693069,-6.455445545,3.225862069,2.737931034,-3.027586207,3458,2563,-0.143103448,-0.629310345,0.637931034,3.451805171,-5.665888194,-0.137014187,79.37825457,-43.16832653,79.67265218,3764,2878,-0.99691358,0.268292683,0.003215434,Right_toe_off
9.792079208,2.455445545,-6.495049505,3.244827586,2.856896552,-2.989655172,3437,2611,-0.136206897,-0.629310345,0.65862069,3.640034799,-3.859615272,-0.321492358,140.4564125,-45.04676198,90.86615132,3771,2839,-1.018518519,0.375,0.01607717,Right_toe_off
9.277227723,1.356435644,-6.445544554,3.260344828,2.962068966,-2.970689655,3410,2628,-0.146551724,-0.624137931,0.668965517,3.095763904,-1.203580737,-0.262309837,177.5901013,-45.63029121,109.6298118,3776,2728,-1.018518519,0.375,0.01607717,Right_toe_off
9.841584158,0.742574257,-7.584158416,3.263793103,3.022413793,-2.956896552,3382,2623,-0.162068966,-0.620689655,0.660344828,3.039269901,0.829040231,-0.056706992,198.094497,-54.28528273,123.7834967,3780,2597,-0.99691358,0.484756098,0.009646302,Right_toe_off
9.435643564,-0.910891089,-7.900990099,3.24137931,3.036206897,-2.968965517,3349,3831,-0.162068966,-0.620689655,0.660344828,3.76228126,2.069679434,-0.269775369,204.0085607,-53.53814651,139.1789438,3771,2509,-0.947530864,0.573170732,0.01607717,Right_toe_off
9.940594059,-1.128712871,-7.623762376,3.217241379,2.939655172,-2.967241379,3320,3870,-0.155172414,-0.627586207,0.660344828,4.103074507,2.440001458,0.103220306,196.3041799,-62.92238932,153.3229757,3747,2378,-0.947530864,0.573170732,0.01607717,Right_toe_off
9.732673267,-1.01980198,-7.712871287,3.225862069,2.89137931,-2.981034483,3284,3897,-0.15862069,-0.617241379,0.672413793,5.176559375,2.470655508,0.242110187,191.2352289,-67.07867822,170.9884167,3710,2277,-0.947530864,0.573170732,0.01607717,Right_toe_off
9.920792079,-0.465346535,-7.326732673,3.215517241,2.846551724,-2.972413793,3246,3910,-0.15862069,-0.617241379,0.672413793,6.433254127,2.055122805,-0.054465354,184.1456627,-67.08429962,191.9237798,3663,2281,-0.836419753,0.856707317,-0.045016077,Right_toe_off
9.663366337,0.207920792,-7.00990099,3.232758621,2.85,-2.968965517,3196,3930,-0.15862069,-0.617241379,0.672413793,6.85398428,2.044108863,-0.735129415,180.1675044,-62.63193294,206.5250065,3602,2224,-0.725308642,0.993902439,-0.099678457,Right_toe_off
9.663366337,0.04950495,-6.98019802,3.248275862,2.89137931,-2.968965517,3130,3945,-0.15862069,-0.606896552,0.677586207,7.703610809,2.331132933,-1.183095916,176.0584989,-59.89489576,219.5621188,3518,2127,-0.725308642,0.993902439,-0.099678457,Right_toe_off
10.04950495,0.04950495,-7.316831683,3.251724138,2.932758621,-2.960344828,3047,3960,-0.170689655,-0.6,0.687931034,8.056416895,2.717240238,-1.219559312,175.3587173,-61.92022733,232.8541339,3455,2078,-0.725308642,0.993902439,-0.099678457,Right_toe_off
9.643564356,-0.504950495,-7.554455446,3.251724138,2.981034483,-2.960344828,2959,3973,-0.170689655,-0.6,0.687931034,9.067887622,3.342759884,-1.656123952,172.0514405,-65.90477986,242.8524339,3417,1972,-0.481481481,1.225609756,-0.167202572,Right_toe_off
9.831683168,-0.742574257,-7.544554455,3.255172414,2.99137931,-2.944827586,2849,3983,-0.168965517,-0.605172414,0.693103448,9.879094396,4.416109789,-2.509926679,164.4564632,-66.86961494,251.4220278,3405,1877,-0.280864198,1.375,-0.234726688,Right_toe_off
9.663366337,-1.02970297,-7.722772277,3.248275862,2.987931034,-2.95,2711,3991,-0.174137931,-0.601724138,0.677586207,10.12874422,4.957226084,-2.148647414,151.1694051,-66.44805182,261.0409906,3382,1852,-0.280864198,1.375,-0.234726688,Right_toe_off
9.613861386,-1.148514851,-7.425742574,3.253448276,2.975862069,-2.955172414,2549,3998,-0.184482759,-0.606896552,0.7,11.11872032,5.207364877,-2.144791957,138.586817,-67.41694131,274.882269,3353,1653,-0.089506173,1.490853659,-0.321543408,Right_toe_off
9.742574257,-0.99009901,-7.574257426,3.260344828,2.968965517,-2.955172414,2358,4007,-0.184482759,-0.606896552,0.7,11.80088433,5.208190897,-2.380026019,122.1669071,-64.74928804,283.6968156,3341,1589,0.169753086,1.567073171,-0.443729904,Right_toe_off
9.722772277,-0.801980198,-7.643564356,3.262068966,2.967241379,-2.953448276,2162,4013,-0.179310345,-0.605172414,0.703448276,12.72118867,5.63449356,-2.829455342,114.1602974,-72.22734167,291.4646307,3309,1329,0.447530864,1.585365854,-0.52733119,Right_toe_off
10.06930693,-0.910891089,-7.425742574,3.260344828,2.972413793,-2.951724138,1911,4021,-0.184482759,-0.613793103,0.686206897,14.54711757,6.530006803,-3.4522021,98.38123818,-71.19715173,297.602689,3264,1122,0.447530864,1.585365854,-0.52733119,Right_toe_off
10.16831683,-1.306930693,-7.00990099,3.25,2.967241379,-2.946551724,1649,4026,-0.186206897,-0.610344828,0.705172414,14.94266598,6.576855826,-3.371751464,87.34093386,-67.47543461,307.0004735,3198,971,0.774691358,1.603658537,-0.688102894,Right_toe_off
10.35643564,-1.099009901,-7.336633663,3.260344828,2.955172414,-2.924137931,1393,4030,-0.186206897,-0.610344828,0.705172414,15.56261611,7.53244957,-4.192426865,89.47994358,-73.03358356,313.4099007,3169,776,1.12037037,1.460365854,-0.919614148,Right_toe_off
10.15841584,-0.99009901,-7.544554455,3.251724138,2.95,-2.924137931,1130,4036,-0.201724138,-0.6,0.715517241,15.74684469,7.766660971,-5.587058211,92.48360749,-77.43389844,313.7063698,3123,717,1.425925926,1.18597561,-1.154340836,Right_toe_off
10.48514851,-0.98019802,-7.475247525,3.25862069,2.936206897,-2.913793103,846,4040,-0.189655172,-0.612068966,0.7,16.07434094,8.465416959,-6.383963152,96.73396392,-76.99299843,307.4077982,3097,536,1.425925926,1.18597561,-1.154340836,Right_toe_off
10.66336634,-0.841584158,-7.495049505,3.251724138,2.905172414,-2.903448276,573,4043,-0.184482759,-0.603448276,0.712068966,16.3652001,9.68137229,-7.497570925,103.131917,-82.20562502,298.4536629,3040,362,1.611111111,0.832317073,-1.382636656,Right_toe_off
10.89108911,-0.633663366,-7.277227723,3.246551724,2.884482759,-2.877586207,260,4046,-0.184482759,-0.603448276,0.712068966,16.89585942,11.29866809,-8.237331847,103.8983795,-82.80795372,280.989537,3029,283,1.62962963,0.399390244,-1.556270096,Right_toe_off
10.78217822,-0.02970297,-7.148514851,3.234482759,2.867241379,-2.844827586,123,4049,-0.201724138,-0.627586207,0.724137931,16.24022601,13.40579155,-7.180618668,89.16973997,-66.73160181,259.8779403,2910,419,1.475308642,0,-1.675241158,Right_toe_off
